,end,val,accn,fy,fp,form,filed,frame,fact,start
12,2017-01-29,24988000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,SelfInsuranceReserve,
14,2018-01-28,26370000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,SelfInsuranceReserve,
16,2019-02-03,28542000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,SelfInsuranceReserve,
18,2020-02-02,27000000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,SelfInsuranceReserve,
20,2021-01-31,24336000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,SelfInsuranceReserve,
22,2022-01-30,25500000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,SelfInsuranceReserve,
23,2023-01-29,26800000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022Q4I,SelfInsuranceReserve,
0,2009-02-01,1093019000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2008,SellingGeneralAndAdministrativeExpense,2008-02-04
6,2010-01-31,981795000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,SellingGeneralAndAdministrativeExpense,2009-02-02
18,2011-01-30,1050445000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,SellingGeneralAndAdministrativeExpense,2010-02-01
31,2012-01-29,1078124000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,SellingGeneralAndAdministrativeExpense,2011-01-31
44,2013-02-03,1183313000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,SellingGeneralAndAdministrativeExpense,2012-02-01
57,2014-02-02,1252118000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,SellingGeneralAndAdministrativeExpense,2013-02-04
70,2015-02-01,1298239000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,SellingGeneralAndAdministrativeExpense,2014-02-03
83,2016-01-31,1355580000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,SellingGeneralAndAdministrativeExpense,2015-02-02
96,2017-01-29,1410711000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,SellingGeneralAndAdministrativeExpense,2016-02-01
107,2018-01-28,1477900000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,SellingGeneralAndAdministrativeExpense,2017-01-29
122,2019-02-03,1665060000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,SellingGeneralAndAdministrativeExpense,2018-01-29
135,2020-02-02,1673218000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,SellingGeneralAndAdministrativeExpense,2019-02-04
148,2021-01-31,1725572000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,SellingGeneralAndAdministrativeExpense,2020-02-03
160,2022-01-30,2178847000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,SellingGeneralAndAdministrativeExpense,2021-02-01
169,2023-01-29,2179311000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,SellingGeneralAndAdministrativeExpense,2022-01-31
8,2017-01-29,14400000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016,SeveranceCosts1,2016-02-01
14,2018-01-28,8600000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017,SeveranceCosts1,2017-01-30
0,2009-02-01,12131000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2008,ShareBasedCompensation,2008-02-04
4,2010-01-31,24989000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,ShareBasedCompensation,2009-02-02
14,2011-01-30,26630000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ShareBasedCompensation,2010-02-01
27,2012-01-29,24336000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ShareBasedCompensation,2011-01-31
40,2013-02-03,31042000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,ShareBasedCompensation,2012-02-01
53,2014-02-02,38788000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,ShareBasedCompensation,2013-02-04
66,2015-02-01,44632000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ShareBasedCompensation,2014-02-03
79,2016-01-31,41357000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,ShareBasedCompensation,2015-02-02
92,2017-01-29,51116000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,ShareBasedCompensation,2016-02-01
103,2018-01-28,42988000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,ShareBasedCompensation,2017-01-29
116,2019-02-03,59802000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,ShareBasedCompensation,2018-01-29
125,2020-02-02,64163000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,ShareBasedCompensation,2019-02-04
134,2021-01-31,73185000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,ShareBasedCompensation,2020-02-03
142,2022-01-30,95240000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,ShareBasedCompensation,2021-02-01
148,2023-01-29,90268000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,ShareBasedCompensation,2022-01-31
0,2015-02-01,63.18,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2014-02-03
2,2016-01-31,76.19,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2015-02-02
5,2017-01-29,59.17,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2016-02-01
6,2018-01-28,52.76,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2017-01-29
11,2019-02-03,49.57,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2018-01-29
14,2020-02-02,58.18,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2019-02-04
17,2021-01-31,59.51,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2020-02-03
19,2022-01-30,172.46,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2021-02-01
20,2023-01-29,157.75,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,2022-01-31
0,2020-02-02,105436.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,2019-02-04
1,2021-01-31,170308.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,2020-02-03
0,2015-02-01,101189000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2014-02-03
2,2016-01-31,50773000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2015-02-02
5,2017-01-29,56405000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2016-02-01
6,2018-01-28,35508000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2017-01-29
11,2019-02-03,34213000000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2018-01-29
14,2020-02-02,65403000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2019-02-04
17,2021-01-31,74853000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2020-02-03
19,2022-01-30,234293000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2021-02-01
20,2023-01-29,180450000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2022-01-31
0,2010-01-31,0.023,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,2009-02-02
1,2011-01-30,0.022,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,2010-02-01
3,2012-01-29,0.023,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,2011-01-31
0,2010-01-31,5.1,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTerm,2009-02-02
1,2011-01-30,5.1,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTerm,2010-02-01
2,2012-01-29,5.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTerm,2011-01-31
0,2010-01-31,0.56,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,2009-02-02
1,2011-01-30,0.473,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,2010-02-01
3,2012-01-29,0.466,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,2011-01-31
0,2010-01-31,0.024,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,2009-02-02
1,2011-01-30,0.026,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,2010-02-01
3,2012-01-29,0.022,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,2011-01-31
0,2016-12-31,38500.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,
0,2016-12-31,39.8,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,
0,2011-01-30,15788000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2010-02-01
1,2012-01-29,7343000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2011-01-31
6,2013-02-03,5497000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2012-02-01
7,2014-02-02,3834000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2013-02-04
10,2015-02-01,3564000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2014-02-03
13,2016-01-31,2722000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2015-02-02
15,2017-01-29,663000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2016-02-01
0,2012-01-29,22.37,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,
2,2012-01-29,3160.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,2011-01-31
6,2013-02-03,200.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,2012-01-30
10,2014-02-02,5000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,2013-02-04
14,2015-02-01,0.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,2014-02-03
18,2016-01-31,0.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,2015-02-02
0,2012-01-29,29.2,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,2011-01-31
1,2013-02-03,38.84,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,2012-01-30
2,2014-02-02,34.94,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,2013-02-04
3,2015-02-01,0.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,2014-02-03
4,2016-01-31,0.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,2015-02-02
2,2012-01-29,0.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2011-01-31
7,2013-02-03,0.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2012-02-01
11,2014-02-02,0.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2013-02-04
17,2015-02-01,0.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2014-02-03
23,2016-01-31,0.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2015-02-02
28,2017-01-29,0.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,2016-02-01
0,2012-01-29,0.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,
0,2012-01-29,4338000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,
1,2013-02-03,4266000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,
2,2014-02-02,3874000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,
3,2015-02-01,4194000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,
4,2016-01-31,457000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,
0,2011-01-30,1367629.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,
5,2012-01-29,934696.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,
13,2013-02-03,428930.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,
21,2014-02-02,222488.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,
29,2015-02-01,107000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,
41,2017-01-29,0.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,
0,2011-01-30,28.81,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,
1,2012-01-29,31.76,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,
3,2013-02-03,35.07,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,
5,2014-02-02,37.11,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,
7,2015-02-01,39.05,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,
9,2016-01-31,39.8,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,
0,2013-02-03,28.95,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,2012-01-30
1,2014-02-02,32.83,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,2013-02-04
2,2015-02-01,35.3,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,2014-02-03
3,2016-01-31,38.64,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,2015-02-02
0,2013-02-03,0.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,2012-01-30
1,2014-02-02,0.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,2013-02-04
2,2015-02-01,0.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,2014-02-03
3,2016-01-31,0.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,2015-02-02
0,2014-02-02,18046000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013Q4I,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,
1,2015-02-01,26837000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014Q4I,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,
3,2016-01-31,24465000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015Q4I,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,
6,2017-01-29,5237000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016Q4I,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,
9,2018-01-28,7287000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,
11,2019-02-03,4394000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2018Q4I,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,
0,2012-01-29,2.25,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,
0,2012-01-29,0.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,
1,2013-02-03,0.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,
2,2014-02-02,0.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,
3,2015-02-01,0.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,
